id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
49363,35,204,American,5,02/25/2023,"Great place to catch a quick bite, plan a party, or watch a game",Rockwells American Restaurant,105 Wolfs Ln
49364,36,204,American,3,05/26/2021,"Good American fare! Nothing fancy, just good food.   Didn’t get the warm and fuzzies, but I take it the clientele are about getting a good simple meal at a fair price and avoiding having to cook it at home. Families, friends and single guys. Not a likely date-spot. Not sure how I feel about being seated downstairs in a darkened corner and near the exit where no other diners were seated throughout our 2 hour dining. There was one table with guests on the other side of the stairs and totally out of view once we were seated. And other guests who were brought down after us were seated on that side of the room also. Not sure what to make of it all, except that it keeps niggling at me. I might go back a second time with a person of color, but only  to see where we are seated. Thumbs up please if you read this and found it helpful in making a decision. Check out my other reviews or follow me.",Rockwells American Restaurant,105 Wolfs Ln
49365,37,204,American,4,09/28/2022,Randomly super good chicken parm. Fun ambiance and very big for large parties. My fam used to watch football here each week and it was great for that,Rockwells American Restaurant,105 Wolfs Ln
49366,38,204,American,5,02/25/2023,Great place to go for a drink and hang out after work with friends,Rockwells American Restaurant,105 Wolfs Ln
49367,39,204,American,5,02/25/2023,"Great bar food, fun atmosphere",Rockwells American Restaurant,105 Wolfs Ln
49368,40,204,American,5,05/26/2021,My friend recommended this spot for lunch and a afternoon cocktail. Street parking was easy for us but I don’t remember seeing a designated parking area.    She ordered a Sangria and I went for Long Island IT. Yea yea yea whatever it was around 1pm but it was one for those days.    The drinks were balanced and delicious. We had burgers and fir the first time in a long time my burger was cooked to the right temperature of medium.    Services was good and timely for that time of day.,Rockwells American Restaurant,105 Wolfs Ln
49369,41,204,American,5,05/26/2021,"Delicious food, attentive staff and a good place to watch a game.    Their outdoor/downstairs areas are pretty comfortable, and great during this pandemic.    Fun place to surprise someone for their birthday as well.    Only complaint would be that the wings are sometimes pretty dry, but that's an easy fix by telling the waiters so 5 stars for sure.",Rockwells American Restaurant,105 Wolfs Ln
49370,42,204,American,5,05/26/2022,"The Bartender Shivan is a must see at the  bar. Food was good and we had two Desserts to share. Brownie and cake was to die for and well worth everything.    Recommend anyone who want a chill place, good drinks, decent food, good price. To come by here.",Rockwells American Restaurant,105 Wolfs Ln
49371,43,204,American,5,05/26/2021,"Just went the other night, amazing service! There's outdoor seating and it's super comfortable and chill. All the servers wore masks and I felt there was more than enough distance between myself and the other people dining there. Had the beef empanadas and they were amazing! Same thing goes for the red sangria. Super friendly servers too!",Rockwells American Restaurant,105 Wolfs Ln
49372,44,204,American,5,05/26/2021,Great family and friends place! The kids love it the adults love it too! A burger that one must experience. They've taken great strides to practice social distancing and safety measures. Staff is always friendly.,Rockwells American Restaurant,105 Wolfs Ln
49373,45,204,American,5,05/26/2021,"One of my favorite places for dinner! I’ve been going here for as long as I can remember since a kid (I’m 21 now) and they’re still great. Everyone is always friendly with great service, food is delicious. Just a good time always.  Comedy nights are great too!",Rockwells American Restaurant,105 Wolfs Ln
49374,46,204,American,5,05/26/2020,"This place is a keeper, the food and service is great with a cozy homely touch to it.",Rockwells American Restaurant,105 Wolfs Ln
49375,47,204,American,4,05/26/2022,Cute place! Beer was ice cold!! Never seen a bar with a lotto machine & they have lots of tvs definitely a good place to catch sports.,Rockwells American Restaurant,105 Wolfs Ln
49376,49,204,American,5,05/12/2023,Really good burger and wings,Rockwells American Restaurant,105 Wolfs Ln
49377,50,204,American,5,02/25/2023,Great sports bar with reasonable prices.,Rockwells American Restaurant,105 Wolfs Ln
49378,51,204,American,4,05/26/2020,"Amazing drinks!!! 5+ stars! Food is 2.5 stars which knocked it down to 4. If you want simple bar food (chicken tenders, potato skins) and amazing drinks this is your place. If your going out for just dinner not so great. Servers and bartenders are always very good at what they do and friendly too!! Think they need some work in the food department.",Rockwells American Restaurant,105 Wolfs Ln
49379,52,204,American,5,05/26/2022,omgggg just good food. sumptuous sumptuous and i will be back there soon.  i sent my family there to dine there n tonight they are going back there. the best ribs ever.wish i could give them 10000 stars.,Rockwells American Restaurant,105 Wolfs Ln
49380,53,204,American,5,05/26/2021,"Rockwell's is absolutely my favorite restaurant, the food is delicious,we love the nachos and wings, the food is always fresh and cooked perfectly and the staff is always excellent. Steve,the owner will make the rounds and say hello and always makes us feel welcome. 5 stars!",Rockwells American Restaurant,105 Wolfs Ln
49381,54,204,American,5,05/26/2020,"Love Rockwell's. Ball games, good people and good food. Great restaurant to get a feel for Pelham.",Rockwells American Restaurant,105 Wolfs Ln
49382,55,204,American,5,05/27/2019,"Services good, burger is good, beer is fine",Rockwells American Restaurant,105 Wolfs Ln
49383,56,204,American,4,05/27/2019,We had a group here for brunch and the food was good.  Service was good considering how large our group was.,Rockwells American Restaurant,105 Wolfs Ln
49384,57,204,American,4,05/26/2020,It’s very nice and quite place to eat,Rockwells American Restaurant,105 Wolfs Ln
49385,58,204,American,4,05/26/2020,"Food was pretty good, not A1 , the waitress was not on top of her game. We were seated in the lower level, the host offered to let us stay for the show for free, that was nice. Restrooms are tiny and hidden.",Rockwells American Restaurant,105 Wolfs Ln
49386,59,204,American,5,05/26/2020,"Great spot for some beers and good food. Have ordered from here numerous times and it's always been really tasty. Finally stopped in for some drinks and food and it was great. Lots of TVs, big beer selection, and burgers were super fresh and tasted great.",Rockwells American Restaurant,105 Wolfs Ln
49387,60,204,American,5,05/27/2018,"Awesome neighborhood bar. Great beer selection and drafts are always in a cold mug. Food is much better than what you would expect. I'm picky about wings and theirs are really good, never soggy. Burgers and ribs are awesome. Lots of TVs great for watching games. Service is great. Highly recommend for a place to watch the games or just to have a low key good meal.",Rockwells American Restaurant,105 Wolfs Ln
49388,61,204,American,5,05/27/2018,"It was my first time coming here with my family and it was honestly really amazing! The for was great and the staff were excellent! I totally suggest getting the Buffalo and blue cheese burger or first n chips. Also, for dessert, make sure to get the Apple crumble or brownie with vanilla ice cream.",Rockwells American Restaurant,105 Wolfs Ln
49389,62,204,American,4,05/27/2018,"Went here for a comedy show and had a great time! The food was very good, with lots of different menu options. The beer selection is huge! Our server was amazing and the owner/manager maxed sure he greeted everyone. I will definitely be back!",Rockwells American Restaurant,105 Wolfs Ln
49390,63,204,American,5,05/26/2021,Great burger and beer spot. Onion rings are DA BOMB! Was the first restaurant we dined at once things started to open back up again. They do social distancing right! Will def be back for more.,Rockwells American Restaurant,105 Wolfs Ln
49391,64,204,American,3,05/26/2020,Service was good but food was bland. I ordered the burger and my friend got the salmon special. The bun on my burger was definitely a store bought bun. The bacon was burnt. And who puts shredded lettuce on burgers anymore? Definitely a disappointment. The salmon wasn’t seasoned very well for the cost of it. But the service was why I’m giving it 3 stars.,Rockwells American Restaurant,105 Wolfs Ln
49392,65,204,American,1,05/27/2017,Great server but the prices for basic diner food was outrageous. The music was way too loud we could barely hear our server. The place is so small. walkways are too small to fit the foot traffic and food servers. We felt packed in like sardines not ideal.,Rockwells American Restaurant,105 Wolfs Ln
49393,66,204,American,5,05/26/2020,Everything is really affordable.  This was my second d time there and it's nice. I appreciate the downstairs sections more as it's a bit more private. They also have a comedy night which is pretty cool. You would think they will serve small plates but no the plates are kind of over sized. Try the apple crumb cake with icecream on top its delish! The service is excellent as well. The only bad thing there is the size of the bathroom but who really cares about that!,Rockwells American Restaurant,105 Wolfs Ln
49394,67,204,American,5,05/27/2016,"Amazing chili!!! Love the chicken burger. Menu had lots of normal American pub food and some good twists.  Place has a lot of wood decor which makes it feel very homey.  Wooden booths line the walls.  The bar area is very open, but sectioned off. Nice staff.",Rockwells American Restaurant,105 Wolfs Ln
49395,68,204,American,5,05/27/2018,"My family enjoys eating here. The steak as well as the fajitas are 2 of my favorites, I highly recommend them. You should definitely come here for your birthday, you’ll get a free waffle topped with scoops of ice cream :D",Rockwells American Restaurant,105 Wolfs Ln
49396,69,204,American,5,05/27/2019,"They serve great comfort food here. We enjoy the fish and chips and the burgers and sliders. They have plenty of TVs to watch sports, and they have betting, such as quick draw. They have a great selection of beers on tap and in bottles and cans.",Rockwells American Restaurant,105 Wolfs Ln
49397,70,204,American,5,05/27/2019,We had a large party of 11 for Mothers Day. The environment was festive and bright. Loved it! Jazz band was fabulous. Food was delicious and umlimited!!! The waitress took care of everything...we didnt need to ask for more drinks or food bc she was on it.  Seriously an amazing experience. Will be back for sure next year.,Rockwells American Restaurant,105 Wolfs Ln
49398,71,204,American,4,05/26/2021,Fun place for parties & playing quick draw.  Food good & reasonable prices.,Rockwells American Restaurant,105 Wolfs Ln
49399,72,204,American,1,05/26/2021,It a shame they charge over $19..for cobb salad in this small container I think its a rip off and distasteful to people pocket.,Rockwells American Restaurant,105 Wolfs Ln
49400,73,204,American,5,05/27/2017,"I love this place they can't do enough for you it is fantastic. The owner actually walks around checking on things and making sure everyone is being taken care of properly. Fun, positive, place with good food and great service. They give discounts if it's your birthday. You can rent out the lower area for private parties if you'd like. Check it out for sure",Rockwells American Restaurant,105 Wolfs Ln
49401,74,204,American,5,05/26/2021,"Always get a quality meal at Rockwell's the service is always right on point and if there is every a mistake or misunderstanding it is always taken care of promptly and professionally. The staff is very nice and polite,  they are knowledgeable about the menu and always have a smile.",Rockwells American Restaurant,105 Wolfs Ln
49402,75,204,American,5,05/27/2019,Arrived late to the bar and barmaid was accomodating and friendly. She allowed us to order a drink before she closed for the night. I was hungry after my flight from LA and she brought me breadsticks to munch on. Doesn't sound like much but was enough to get me through the night.  I would definitely recommend this  place.,Rockwells American Restaurant,105 Wolfs Ln
49403,76,204,American,4,05/27/2018,The food is good and if it's your birthday you get a free waffle sundae. The comedy nights are hit and miss. Some of the comedians are great but some really need to be filtered better due to over the top inappropriate behavior.,Rockwells American Restaurant,105 Wolfs Ln
49404,77,204,American,5,03/27/2023,Look at that char on the French Onion Soup!!! Amazing,Rockwells American Restaurant,105 Wolfs Ln
49405,78,204,American,3,11/27/2022,The quesadillas i ordered were not that great. Service was good.,Rockwells American Restaurant,105 Wolfs Ln
49406,79,204,American,5,05/27/2018,Service was great and the food was prepared to our liking. Sign up with Rockwell's to get a birthday and wedding anniversary coupon to receive 20 percent off your entire bill. Plus there is a kids menu with an ice cream sundae. Management even passed by to check in on us.,Rockwells American Restaurant,105 Wolfs Ln
49407,80,204,American,5,05/26/2021,"Service was great, personable. Food was really good. My bunless chicken burger was excellent. I would definitely recommend this little gem to others.",Rockwells American Restaurant,105 Wolfs Ln
49408,81,204,American,3,05/27/2019,"We've only been there a couple of times, and it's been hit or miss. Our first experience was a random Saturday lunch and my wife and I really liked everything -- especially the desserts. Our second experience was a casual dinner on Christmas day and  unfortunately everything we ordered was terrible. Some things even seemed spoiled. The place was unusually empty and we suspect that the regular chef / cooks must not have been working because it was a holiday. Nothing tasted like it had previously, and several dishes were absolutely vile. We will likely give Rockwells one more try before writing it off our list, because a lot of people seem to love it.",Rockwells American Restaurant,105 Wolfs Ln
49409,82,204,American,2,05/27/2019,"Overpriced pub food. Don't know why I've given it so many chances. Ordered take out recently. $40 for a salad, wings and fries. And they forgot the fries. I'm done.  Editing as I've visited several times since originally posting a review.  They've gotten better. I'd bump them tho a solid 3 stars, maybe 3.5",Rockwells American Restaurant,105 Wolfs Ln
49410,83,204,American,4,05/27/2019,"Who knew...a night of comedy, right in my neighborhood. Would have given 5 stars but table set up was poor. Server's very attentive and owner/host very friendly. Pub food with good selection of beers.",Rockwells American Restaurant,105 Wolfs Ln
49411,84,204,American,4,03/27/2023,Great staff. Good service.,Rockwells American Restaurant,105 Wolfs Ln
49412,85,204,American,4,05/27/2017,"Nice sports bar. They serve typical bar food and drinks, with a respectable beer menu. I wouldn't recommend this place for gourmet dishes and choice wines, but all in all it's a great place for watching games with friends.",Rockwells American Restaurant,105 Wolfs Ln
49413,86,204,American,5,05/27/2019,Love Rockwells! My favorite is the fried dijon chicken panini with either sweet potato fries or onion rings. They offer typical pub food as well as some more sophisticated dishes. Their red and white sangria are delicious and they also offer an extensive beer selection. I also recommend their comedy shows on Saturdays. Reservations for the shows are recommended.,Rockwells American Restaurant,105 Wolfs Ln
49414,88,204,American,5,05/26/2022,Great classic straight foward family friendly Americana. Will be returning with my family again. Thanks for keeping this style of restaurant alive.,Rockwells American Restaurant,105 Wolfs Ln
49415,89,204,American,5,05/26/2020,"BEST AMERICAN RESTAURANT IN WESTCHESTER! Unbelievable beer selection with over 200 craft beers. Incredible menu, staff, atmosphere and best place to watch all your games with 40 flatscreens for every single angel. Food A++ We plan to be back frequently!",Rockwells American Restaurant,105 Wolfs Ln
49416,90,204,American,5,05/27/2018,"Best customer service I’ve received in a while. No complains about service. Burger was not to my liking, (owner or manager) did not argue or fuss. He provided excellent service to me. I will definitely revisit!",Rockwells American Restaurant,105 Wolfs Ln
49417,91,204,American,5,05/26/2022,"The food, friendly staff and ambiance was great!",Rockwells American Restaurant,105 Wolfs Ln
49418,92,204,American,3,05/27/2019,"Busy local hangout with large beer and food menu. . . Burgers, wings and large salads and excellent fast service. Atmosphere is lively and loud inside so sit outside to enjoy the sunshine.",Rockwells American Restaurant,105 Wolfs Ln
49419,93,204,American,5,05/27/2019,"Always a great spot for lunch and dinner. Good food, great service and an extensive craft beer selection. Been eating at Rockwells going back maybe over thirty years and the place has never missed a beat.",Rockwells American Restaurant,105 Wolfs Ln
49420,94,204,American,5,05/27/2018,Great food. Really nice staff. We had a good time with our friends.,Rockwells American Restaurant,105 Wolfs Ln
49421,95,204,American,5,05/26/2021,Great experience. Great place to Celebrate mothers day or any family event. Place was very welcoming and the service was excellent. Will be returning in the near future.,Rockwells American Restaurant,105 Wolfs Ln
49422,96,204,American,4,05/27/2019,Brand new move to Pelham. Amazing drink selection. Good wings. Mad burger chopped style was a bit bland surprisingly. Loved the vibe and will return. Marina was an excellent server.,Rockwells American Restaurant,105 Wolfs Ln
49423,97,204,American,5,05/27/2018,Great local town restaurant feel. Burgers are good and overall vibe is friendly. Metered street parking till 6pm then no charge. They have a back room that hosts bands and comedians.,Rockwells American Restaurant,105 Wolfs Ln
49424,98,204,American,4,05/27/2019,"Good American style food. I always have stuck to the burgers, and have never been disappointed. Huge, no really, gigantic, immense, insanely humongous selection of beer. Good sports bar in a hidden corner of New York.",Rockwells American Restaurant,105 Wolfs Ln
49425,99,204,American,1,05/26/2021,"I’m in NY and just got discriminated against at Rockwells American Restaurant because I’m from COLORADO! I don’t like people from Colorado, they get to smoke all the dope they want is what the OWNER said after my ID was deemed invalid by a waiter even after their unofficial ID verification app said it was indeed VALID. Then he calls the police. Once the police officer pulls back up the cop asks for my ID and then called in to verify it because if it wasn’t valid he was going to take it. In a time like this when tensions are high, not only was I discriminated against because of where I am from, but also because I’m a young black woman.",Rockwells American Restaurant,105 Wolfs Ln
49426,100,204,American,4,05/26/2022,Food was good. Service was friendly and prompt. There's a a nice indoor/outdoor patio space in the back. There's parking in the rear.,Rockwells American Restaurant,105 Wolfs Ln
49427,101,204,American,5,05/27/2018,Love the atmosphere. Tons of tvs. Cool people been working here for years and the beers are cold. I like the wings too. A lil small but tasty and crispy.,Rockwells American Restaurant,105 Wolfs Ln
49428,102,204,American,5,05/27/2019,"Loved the time my sister,neice and myself had at Carly's World. They were wonderful.  The staff of Rockwell's were all very nice.  Would definitely return again.",Rockwells American Restaurant,105 Wolfs Ln
49429,103,204,American,5,05/26/2020,"Met up with an old friend and had an amazing time at Rockwell’s! Great food, kind staff and our waitress was not only on point but funny too. Great experience highly recommend Rockwell’s!",Rockwells American Restaurant,105 Wolfs Ln
49430,104,204,American,5,05/27/2019,Food and Services were great... They gave us a nice cold mug for our beers which made the beers taste so much better.. They have multiple TVs with every sport game on so you can never miss anything on any game that's on... Highly recommand...,Rockwells American Restaurant,105 Wolfs Ln
49431,105,204,American,5,05/27/2019,"We went to Rockwells for my husband's birthday on Saturday.  I reserved for 20 people but only 15 showed up. They were very accommodating, we purchased a cake for my husband and bought it with us. Coming to the end of the night they bought out his cake with sparklers on it, nice touch. Drinks were drinks then we're not holding back on the alcohol and the food was very good. My overall take on rockwells is 10 out of 10.  We were also there for the comedy show which I felt would have been hit or miss and it was definitely a hit all three Comics were funny the headliner was hysterical. So I definitely would definitely go to Rockwell's again",Rockwells American Restaurant,105 Wolfs Ln
49432,106,204,American,4,05/26/2021,My first time and food was good. Server very polite. I had grilled salmon seasoned well n delicious.,Rockwells American Restaurant,105 Wolfs Ln
49433,107,204,American,5,05/27/2018,"Great food, great drinks, friendly staff. Everytime I go, I order a special they once had in which they dont have any more and they go out of their way to make it. Always pleased to go here.",Rockwells American Restaurant,105 Wolfs Ln
49434,108,204,American,5,08/29/2022,"Vast menu, great drinks, family friendly and solid service.",Rockwells American Restaurant,105 Wolfs Ln
49435,109,204,American,5,05/28/2014,I got a groupon for a comedy show at Rockwells. The comedy show was beyond hilarious and the food was great too. I had a bacon cheese burger and my husband had a steak both were perfectly cooked. They also had a huge selection of beers which they serve in a frosted mug,Rockwells American Restaurant,105 Wolfs Ln
49436,110,204,American,5,05/27/2018,"OMG!!!!!!!!!!! What can I Not say about this place? I love this place. The food is always hot, fresh, delicious, and fast. Okayyyyy, I have tried the pizza, wings, salad, and the Apple Pie.....To die for. it literally melts in your mouth. The crust us buttery and flaky.",Rockwells American Restaurant,105 Wolfs Ln
49437,111,204,American,3,10/28/2022,Prices too costly and we do not emails or birthday specials at all .,Rockwells American Restaurant,105 Wolfs Ln
49438,113,204,American,4,05/27/2019,"A Pelham classic, Rockwells has been a staple in lower Westchester. If you're looking for comfort food, this is the spot! The beer selection has gotten more interesting in the past couple of years!  Gluten free food options aren't great. (Grilled chicken on their pecan salad is a good order)",Rockwells American Restaurant,105 Wolfs Ln
49439,114,204,American,1,05/26/2021,"If I could give 0 stars I would. I just got discriminated against at Rockwells American Restaurant because I’m from COLORADO! I don’t like people from Colorado, they get to smoke all the dope they want is what the OWNER said after my ID was deemed invalid by a waiter even after their unofficial ID verification app said it was indeed VALID. Then he calls the police. Once the police officer pulls back up the cop asks for my ID and then called in to verify it because if it wasn’t valid he was going to take it. In a time like this when tensions are high, not only was I discriminated against because of where I am from, but also because I’m a young black woman.",Rockwells American Restaurant,105 Wolfs Ln
49440,115,204,American,5,05/27/2018,Met a friend for a quick appetizer and cocktail right after work.  I enjoyed the butternut squash soup and a light draft beer of which they have quite a selection.  Lively at that hour!,Rockwells American Restaurant,105 Wolfs Ln
49441,116,204,American,1,05/27/2017,"I deeply regret having been an enthusiastic patron of this place for over two years. I have never written a negative review but what happened last night is disgraceful and contemptable, and we will certainly never set foot in this joint again (I highly recommend Yonkers Brewery Co. as an alternative).  We have been to this place almost once a week, sometime twice for a long time, know all the waiters on a first name basis (and vice-versa), but we had never attended the weekly comedy night, in the lower ground dining room. Just in the last 7 days we had eaten in the bar room twice. Still we were happy to go again last night invited by friends for dinner and comedy. The first number was fine with raunchy chats between the performer and the audience. The second number was more painful, and it did not seem to be amusing from the start. The funnyman called on me for looking too serious, and suggested that I would laugh before his sketch was over. Then he went on with very sorry lines straight out of a Fox news storybook about the legitimacy of the presidency, and the illegitimate alternative choice in the election. I commented twice that ‘this is not funny!. As he continued on the same theme, we turned to our hosts and apologized that we had enough of it and were going home. Then we headed upstairs to leave the place. We did not think much of the situation, except that it was really bad comedy. What happened next is totally scandalous.  The owner of the place confronted us by the exit door, refused to let us leave, and told us in front of the packed main dining room, that a) we were not welcome to come back, and b) we had to pay before leaving the premises. When we explained that our friends would be paying the bill, he threatened to call the cops. We suggested that indeed he might just do that, but as we did not want to embarrass our hosts, and create more commotion, we paid what looked like the full diner bill. I did comment that he might have got a better tip from our friends. LOL",Rockwells American Restaurant,105 Wolfs Ln
49442,117,204,American,5,05/26/2021,Foods flavor and great presentation is always consistent. They treat you like friends when you come to eat. Always a happy vibe  …,Rockwells American Restaurant,105 Wolfs Ln
49443,118,204,American,5,05/27/2019,"I order the first time from them ,from Uber eats and the wings were very saucy , which was perfect that’s exactly the way I like it . I would love to dine in and experience it as well.",Rockwells American Restaurant,105 Wolfs Ln
49444,119,204,American,5,05/26/2021,Sweet staff and delicious food!,Rockwells American Restaurant,105 Wolfs Ln
49445,120,204,American,5,10/28/2022,Food and service was excellent,Rockwells American Restaurant,105 Wolfs Ln
49446,121,204,American,5,05/26/2022,"One of thee best places to watch the game! Excellent, courteous staff to boot! New wing flavors are tremendously delicious!",Rockwells American Restaurant,105 Wolfs Ln
49447,122,204,American,5,04/26/2023,Great restaurant   ,Rockwells American Restaurant,105 Wolfs Ln
49448,123,204,American,4,05/26/2021,Great food (wings rock). Fun staff. Lots of TV's. Overall great place to hang out and grab a bite! (Quik draw too),Rockwells American Restaurant,105 Wolfs Ln
49449,124,204,American,2,05/27/2018,"The food here is usually awesome but I ordered their chicken sweet and spicy chicken chili and it was such a disappointment. There was no sweetness to it, could not find a single chopped up halepino and no cheese on top",Rockwells American Restaurant,105 Wolfs Ln
49450,125,204,American,5,05/27/2018,Thanks for welcoming and accomodating our large group of NYC Urban Sketchers!  Best Buffalo wings ever.  Our beer drinkers loved the beer.  My root beer was excellent.  LOL,Rockwells American Restaurant,105 Wolfs Ln
49451,126,204,American,4,05/27/2017,The food was really good! The black truffle Mac n cheese was delicious... the wait staff is not the best!! However I would go back because the food is worth it.,Rockwells American Restaurant,105 Wolfs Ln
49452,127,204,American,5,05/27/2019,"First time in a long time we felt like we got from a restaurant what we paid for , best steak in the area, their house steak , amazing , be prepared to share that's how big it is , done perfect, 5 stars all the way around , oh , forgot about the show, had a great time.",Rockwells American Restaurant,105 Wolfs Ln
49453,128,204,American,1,08/29/2022,The food was not great the restaurant had a bad smell like there was a cat that sprayed.,Rockwells American Restaurant,105 Wolfs Ln
49454,129,204,American,5,05/27/2019,"Food was delicious. Everything was fresh, waitress couldn't do enough for us. We will definitely be going back",Rockwells American Restaurant,105 Wolfs Ln
49455,130,204,American,4,05/26/2020,"I work locally, so I've only ever been here for lunch, but it has a great vibe and a fun menu. Seems like it would be a local hot spot for the evening crowd.",Rockwells American Restaurant,105 Wolfs Ln
49456,131,204,American,5,05/27/2018,Wonderful steak quesadilla and onion rings  .... they also have comedy shows on  the weekend and paint/plant nights. Check them out. You'll like the atmosphere.,Rockwells American Restaurant,105 Wolfs Ln
49457,132,204,American,5,05/26/2021,The food is delicious! They were very good and responsible for social distancing! Very easy to get there on the metro north,Rockwells American Restaurant,105 Wolfs Ln
49458,133,204,American,1,05/26/2021,"Terrible customer service, extremely rude and prejudiced. Customers came in to eat a meal and ended up getting the police called on them. Completely ruined the experience, will be boyxotting and urve othera to do the same.",Rockwells American Restaurant,105 Wolfs Ln
49459,134,204,American,4,05/27/2018,"Food is great, and drinks are reasonably priced. Love going here during warm weather to have drinks and hang with friend in their outdoor seating.",Rockwells American Restaurant,105 Wolfs Ln
49460,135,204,American,5,05/27/2019,"Excellent night. Met up with 3 lifelong friends for dinner, beer and stories. Everything was great...our waitress could not have been better!",Rockwells American Restaurant,105 Wolfs Ln
49461,136,204,American,5,05/27/2019,"Great place to enjoy a great big televised sports game, nice bar, great American grub, hamburger, fries, queisdia, chicken fingers, play some numbers as you sit and have some great craft beers, on the weekends there are comediens as well as fun shows for not too much expense, great for first date, or to chill out with friends.",Rockwells American Restaurant,105 Wolfs Ln
49462,137,204,American,5,05/26/2020,Always always always absolutley amazing. The food is out of this world and the team there are always great. My family and I recommend this place to everyone!,Rockwells American Restaurant,105 Wolfs Ln
49463,138,204,American,5,05/27/2019,Perfect place to work and eat!! I love it there it's very homely and safe and the food is great.. the family that owns Rockwells are very nice !! Love it,Rockwells American Restaurant,105 Wolfs Ln
49464,139,204,American,5,05/27/2018,I like this place is a tipical american restaurant the burgers are really good and the waffles and chicken wings and some other things a have try i really enjoy them the give a big portion,Rockwells American Restaurant,105 Wolfs Ln
49465,140,204,American,3,05/27/2019,My husband loves it here. Some kind of nostalgia thing i guess. I felt like it was another applebees but more expensive. I The brightside i guess you support small business,Rockwells American Restaurant,105 Wolfs Ln
49466,141,204,American,5,05/26/2022,"Food was excellent, atmosphere was good. Good workers.",Rockwells American Restaurant,105 Wolfs Ln
49467,142,204,American,4,05/27/2018,Good food. Just a bit pricey for what you get. Good service. Pleasant atmosphere.,Rockwells American Restaurant,105 Wolfs Ln
49468,143,204,American,3,05/28/2012,"Bartenders on the weekends are super hot, plus they have this ""Tower"" .. if you drink beer ask for it.... Food wise... a little over priced but i guess you have to pay the model bartenders.",Rockwells American Restaurant,105 Wolfs Ln
49469,144,204,American,4,05/26/2020,"Always a good time and great food at Rockwell's...Prices a little high, wish they offered specials sometimes.",Rockwells American Restaurant,105 Wolfs Ln
49470,145,204,American,4,09/28/2022,Went there for lunch.  The food was ok.  It was not cheap.,Rockwells American Restaurant,105 Wolfs Ln
49471,147,204,American,5,05/26/2022,"Great atmosphere, awesome drinks  No masks,  No Vax, No problem.  Freedom like God And Country Promise",Rockwells American Restaurant,105 Wolfs Ln
49472,148,204,American,4,02/25/2023,Good food and friends.,Rockwells American Restaurant,105 Wolfs Ln
49473,149,204,American,2,05/26/2021,"I was really looking forward to this place my cousin raves about it. Unfortunately it was very bland. It was take out, perhaps I’ll revisit in person to confirm.",Rockwells American Restaurant,105 Wolfs Ln
49474,150,204,American,5,05/26/2020,Very good food. Nice and polite waiters. Good place to eat with the family,Rockwells American Restaurant,105 Wolfs Ln
49475,151,204,American,5,05/27/2018,"Good food, nice atmosphere, moderate prices and plenty of parking.  Great for families, couples or groups too!",Rockwells American Restaurant,105 Wolfs Ln
49476,152,204,American,5,05/26/2022,Love this place!  The food and atmosphere are wonderful.,Rockwells American Restaurant,105 Wolfs Ln
49477,153,204,American,5,05/26/2021,Food & service is always great. It also is a great chill atmosphere.,Rockwells American Restaurant,105 Wolfs Ln
49478,154,204,American,5,05/26/2022,Great Place to wine and dine.The staff are Amazing!God Bless the entire staff.,Rockwells American Restaurant,105 Wolfs Ln
49479,155,204,American,5,05/27/2019,"Great food, fun atmosphere had a blast here! Order the quesadillas, burgers and dessert all deliscious!!",Rockwells American Restaurant,105 Wolfs Ln
49480,156,204,American,4,05/27/2019,The comedian was fantastic and our waitress was outstanding. The food was slightly better than average.,Rockwells American Restaurant,105 Wolfs Ln
49481,157,204,American,5,05/27/2019,"Great food and atmosphere. Been coming here for years, one of favorite spots in town.",Rockwells American Restaurant,105 Wolfs Ln
49482,158,204,American,5,05/27/2019,"Nice place for snack and insane choices of beers. Friendly staff good food , what a man can ask more for :)",Rockwells American Restaurant,105 Wolfs Ln
49483,159,204,American,5,05/27/2016,"Good atmosphere and friendly service. Nice selection of bar food: wraps, burgers, wings, etc.",Rockwells American Restaurant,105 Wolfs Ln
52081,0,220,American,5,03/27/2023,"They are honestly such a good restaurant. The prices are fair and affordable. Most important though, the food is delicious! I do really recommend the place. The staff is so kind, caring and charismatic.",Coney Island Restaurant,192 Smith St # A
52082,1,220,American,4,03/27/2023,"A neighborhood cafe like you don't really see too much any more, this place has an ""eat at"" counter and a few restaurant style tables towards the back. It's not terribly big inside but it can fit a good amount of people which is good because this place is definitely busy. The breakfast sandwich I had was delicious, a bit pricey for the size but none the less very delicious so I didn't mind too much. Working in the area and I will definitely be eating here again.",Coney Island Restaurant,192 Smith St # A
52083,3,220,American,5,12/27/2022,Love it or hate it foods good. Home feel for breakfast not the cleanest with all the orders coming by phone but they clean up. Reminds of an old subway car they had in Brooklyn with some good bites or grandmas house on a Sunday,Coney Island Restaurant,192 Smith St # A
52084,4,220,American,1,11/27/2022,Found a bug in my pancakes. Very unhappy and extremely disgusted. Never again.,Coney Island Restaurant,192 Smith St # A
52085,5,220,American,5,01/26/2023,The food is always good and some fast even when it's busy.. I order here often.. not to mention the prices compared to other places are easy on your wallet.,Coney Island Restaurant,192 Smith St # A
